product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag,product_description_clean
PRD0017,Candle Orbit 116,Gaming,Candle,420.96,274.21,2015,24,1.513,SKU-CAN00017,Gaming Hardware,Vista,Blue,SUP017,Japan,2015-03-06,GST_STANDARD,Protective case,True,True,"gaming hardware designed for casual games in a shared room, in the vista family and supplied by candle with a 24-month warranty."
PRD0018,Vela Spark 117,Wearable,Vela,783.79,436.82,2016,12,0.09,SKU-VEL00018,Health Wearable,Wave,Gold,SUP018,Australia,2016-03-17,GST_STANDARD,Box,False,True,"health wearable designed for walking and commute notifications, in the wave family and supplied by vela with a 12-month warranty."
PRD0019,Candle Bloom 118,Networking,Candle,708.96,489.1,2014,24,0.781,SKU-CAN00019,Connected Network,Arc,Green,SUP019,Vietnam,2014-04-04,GST_STANDARD,Recycled box,True,True,"connected network designed for connecting several shared household devices, in the arc family and supplied by candle with a 24-month warranty."
PRD0020,Vela Halo 119,Accessory,Vela,277.78,164.65,2012,12,0.239,SKU-VEL00020,Mobile Accessory,Atlas,Gold,SUP020,Australia,2012-10-05,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for protective storage during travel, in the atlas family and supplied by vela with a 12-month warranty."
PRD0021,Candle Quest 120,Laptop,Candle,1354.38,942.33,2012,24,1.501,SKU-CAN00021,Ultrabook,Bloom,White,SUP021,Japan,2012-09-09,GST_STANDARD,Protective case,False,True,"ultrabook designed for creative projects and media editing, in the bloom family and supplied by candle with a 24-month warranty."
PRD0022,Vela Wave 121,Smartphone,Vela,473.77,281.41,2015,24,0.236,SKU-VEL00022,5G Smartphone,Core,White,SUP022,Vietnam,2015-08-25,GST_STANDARD,Box,True,True,"5g smartphone designed for work calls and calendar management, in the core family and supplied by vela with a 24-month warranty."
PRD0023,Candle Edge 122,Tablet,Candle,394.6,223.12,2015,24,0.62,SKU-CAN00023,Productivity Tablet,Edge,Red,SUP023,Malaysia,2015-05-12,GST_STANDARD,Protective case,True,True,"productivity tablet designed for field forms and client presentations, in the edge family and supplied by candle with a 24-month warranty."
PRD0024,Vela Nova 123,Home Entertainment,Vela,3206.81,2413.22,2016,24,8.938,SKU-VEL00024,Smart Display,Echo,Blue,SUP024,Japan,2016-03-26,GST_STANDARD,Protective case,False,True,"smart display designed for family media streaming, in the echo family and supplied by vela with a 24-month warranty."
PRD0025,Candle Shift 124,Audio,Candle,689.68,474.28,2012,12,0.644,SKU-CAN00025,Wireless Audio,Flux,Graphite,SUP025,Vietnam,2012-07-23,GST_STANDARD,Box,True,True,"wireless audio designed for video calls and online classes, in the flux family and supplied by candle with a 12-month warranty."
PRD0026,Vela Atlas 125,Smart Home,Vela,720.56,503.64,2013,12,0.468,SKU-VEL00026,Home Automation,Halo,Graphite,SUP026,China,2013-03-18,GST_STANDARD,Box,False,True,"home automation designed for indoor temperature and humidity monitoring, in the halo family and supplied by vela with a 12-month warranty."
PRD0027,Candle Flux 126,Gaming,Candle,2295.22,1354.85,2017,24,1.386,SKU-CAN00027,Gaming Hardware,Lumen,Gold,SUP027,Vietnam,2017-09-09,GST_STANDARD,Recycled box,False,True,"gaming hardware designed for competitive play and voice communication, in the lumen family and supplied by candle with a 24-month warranty."
PRD0028,Vela Pulse 127,Wearable,Vela,260.37,188.65,2016,12,0.092,SKU-VEL00028,Health Wearable,Nova,Green,SUP028,Vietnam,2016-02-12,GST_STANDARD,Recycled box,True,True,"health wearable designed for exercise session summaries, in the nova family and supplied by vela with a 12-month warranty."
PRD0029,Candle Vista 128,Networking,Candle,853.57,534.76,2013,24,0.784,SKU-CAN00029,Connected Network,Orbit,Red,SUP029,China,2013-05-27,GST_STANDARD,Protective case,True,True,"connected network designed for video meetings and media streaming, in the orbit family and supplied by candle with a 24-month warranty."
PRD0030,Vela Core 129,Accessory,Vela,278.37,135.73,2014,12,0.218,SKU-VEL00030,Mobile Accessory,Pulse,Graphite,SUP030,Japan,2014-11-01,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for charging-cable organisation, in the pulse family and supplied by vela with a 12-month warranty."
PRD0031,Candle Lumen 130,Laptop,Candle,2301.05,1171.88,2016,24,1.307,SKU-CAN00031,Ultrabook,Quest,Green,SUP031,Australia,2016-10-22,GST_STANDARD,Protective case,False,True,"ultrabook designed for shared home-office administration, in the quest family and supplied by candle with a 24-month warranty."
PRD0032,Vela Ridge 131,Smartphone,Vela,332.03,179.4,2014,24,0.179,SKU-VEL00032,5G Smartphone,Ridge,Green,SUP032,Vietnam,2014-01-23,GST_STANDARD,Box,True,True,"5g smartphone designed for travel planning and media use, in the ridge family and supplied by vela with a 24-month warranty."
PRD0033,Candle Arc 132,Tablet,Candle,1345.52,893.86,2015,24,0.533,SKU-CAN00033,Productivity Tablet,Shift,Green,SUP033,Australia,2015-08-17,GST_STANDARD,Protective case,True,True,"productivity tablet designed for family learning and shared browsing, in the shift family and supplied by candle with a 24-month warranty."
PRD0034,Vela Echo 133,Home Entertainment,Vela,3531.96,1829.75,2014,24,5.465,SKU-VEL00034,Smart Display,Spark,Gold,SUP034,Japan,2014-06-23,GST_STANDARD,Recycled box,True,True,"smart display designed for casual living-room gaming, in the spark family and supplied by vela with a 24-month warranty."
PRD0035,Candle Orbit 134,Audio,Candle,1056.72,730.87,2013,12,0.491,SKU-CAN00035,Wireless Audio,Vista,Blue,SUP035,Malaysia,2013-01-09,GST_STANDARD,Protective case,True,True,"wireless audio designed for shared-room music playback, in the vista family and supplied by candle with a 12-month warranty."
PRD0036,Vela Spark 135,Smart Home,Vela,115.89,76.46,2016,12,0.465,SKU-VEL00036,Home Automation,Wave,White,SUP036,Korea,2016-11-07,GST_STANDARD,Protective case,True,True,"home automation designed for door and window activity alerts, in the wave family and supplied by vela with a 12-month warranty."
PRD0037,Candle Bloom 136,Gaming,Candle,953.09,705.41,2012,24,1.354,SKU-CAN00037,Gaming Hardware,Arc,Black,SUP037,Japan,2012-08-12,GST_STANDARD,Protective case,False,True,"gaming hardware designed for portable gaming and travel, in the arc family and supplied by candle with a 24-month warranty."
PRD0038,Vela Halo 137,Wearable,Vela,553.02,351.06,2015,12,0.102,SKU-VEL00038,Health Wearable,Atlas,Gold,SUP001,Korea,2015-01-01,GST_STANDARD,Box,True,True,"health wearable designed for calendar alerts and quick message checks, in the atlas family and supplied by vela with a 12-month warranty."
PRD0039,Candle Quest 138,Networking,Candle,1008.92,627.0,2014,24,0.64,SKU-CAN00039,Connected Network,Bloom,Red,SUP002,China,2014-01-18,GST_STANDARD,Recycled box,True,True,"connected network designed for guest-network and device management, in the bloom family and supplied by candle with a 24-month warranty."
PRD0040,Vela Wave 139,Accessory,Vela,348.21,246.75,2014,12,0.17,SKU-VEL00040,Mobile Accessory,Core,Green,SUP003,China,2014-08-13,GST_STANDARD,Protective case,False,True,"mobile accessory designed for connecting several devices through one compact adapter, in the core family and supplied by vela with a 12-month warranty."
PRD0041,Candle Edge 140,Laptop,Candle,1567.72,980.42,2013,24,1.261,SKU-CAN00041,Ultrabook,Edge,Gold,SUP004,Vietnam,2013-09-01,GST_STANDARD,Box,True,True,"ultrabook designed for travel-based work and presentations, in the edge family and supplied by candle with a 24-month warranty."
PRD0042,Vela Nova 141,Smartphone,Vela,1767.57,1209.17,2014,24,0.194,SKU-VEL00042,5G Smartphone,Echo,Gold,SUP005,Australia,2014-03-11,GST_STANDARD,Box,True,True,"5g smartphone designed for family communication and casual apps, in the echo family and supplied by vela with a 24-month warranty."
PRD0043,Candle Shift 142,Tablet,Candle,634.32,314.19,2013,24,0.57,SKU-CAN00043,Productivity Tablet,Flux,Silver,SUP006,Korea,2013-03-05,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for drawing and lightweight creative work, in the flux family and supplied by candle with a 24-month warranty."
PRD0044,Vela Atlas 143,Home Entertainment,Vela,4145.78,3075.52,2016,24,9.33,SKU-VEL00044,Smart Display,Halo,Blue,SUP007,China,2016-07-23,GST_STANDARD,Box,False,True,"smart display designed for presentations and photo viewing, in the halo family and supplied by vela with a 24-month warranty."
PRD0045,Candle Flux 144,Audio,Candle,368.84,258.08,2014,12,0.378,SKU-CAN00045,Wireless Audio,Lumen,Red,SUP008,Korea,2014-11-12,GST_STANDARD,Recycled box,True,True,"wireless audio designed for long listening sessions at home, in the lumen family and supplied by candle with a 12-month warranty."
PRD0046,Vela Pulse 145,Smart Home,Vela,789.29,420.39,2013,12,0.357,SKU-VEL00046,Home Automation,Nova,Blue,SUP009,Malaysia,2013-04-22,GST_STANDARD,Box,True,True,"home automation designed for automated blind and curtain routines, in the nova family and supplied by vela with a 12-month warranty."
PRD0047,Candle Vista 146,Gaming,Candle,859.23,569.1,2014,24,1.107,SKU-CAN00047,Gaming Hardware,Orbit,Silver,SUP010,Korea,2014-11-05,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for game streaming and media capture, in the orbit family and supplied by candle with a 24-month warranty."
PRD0048,Vela Core 147,Wearable,Vela,533.35,270.72,2012,12,0.136,SKU-VEL00048,Health Wearable,Pulse,White,SUP011,Korea,2012-02-04,GST_STANDARD,Protective case,True,True,"health wearable designed for habit reminders and everyday timekeeping, in the pulse family and supplied by vela with a 12-month warranty."
PRD0049,Candle Lumen 148,Networking,Candle,578.63,382.79,2012,24,0.95,SKU-CAN00049,Connected Network,Quest,Red,SUP012,Korea,2012-01-05,GST_STANDARD,Protective case,False,True,"connected network designed for extending coverage between rooms, in the quest family and supplied by candle with a 24-month warranty."
PRD0050,Vela Ridge 149,Accessory,Vela,409.65,232.63,2015,12,0.216,SKU-VEL00050,Mobile Accessory,Ridge,Graphite,SUP013,Malaysia,2015-07-13,GST_STANDARD,Recycled box,True,False,"mobile accessory designed for hands-free device support in a shared workspace, in the ridge family and supplied by vela with a 12-month warranty."
PRD0051,Candle Arc 150,Laptop,Candle,2503.01,1262.42,2013,24,1.858,SKU-CAN00051,Ultrabook,Shift,Silver,SUP014,China,2013-01-16,GST_STANDARD,Recycled box,True,True,"ultrabook designed for portable document work and video meetings, in the shift family and supplied by candle with a 24-month warranty."
PRD0052,Vela Echo 151,Smartphone,Vela,502.9,369.63,2014,24,0.214,SKU-VEL00052,5G Smartphone,Spark,Black,SUP015,Japan,2014-04-25,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for daily communication and navigation, in the spark family and supplied by vela with a 24-month warranty."
PRD0053,Candle Orbit 152,Tablet,Candle,1382.46,699.01,2012,24,0.478,SKU-CAN00053,Productivity Tablet,Vista,White,SUP016,Korea,2012-11-27,GST_STANDARD,Protective case,True,True,"productivity tablet designed for reading, annotation and handwritten notes, in the vista family and supplied by candle with a 24-month warranty."
PRD0054,Vela Spark 153,Home Entertainment,Vela,821.51,519.11,2013,24,7.032,SKU-VEL00054,Smart Display,Wave,Blue,SUP017,Korea,2013-10-13,GST_STANDARD,Recycled box,True,True,"smart display designed for shared film and television viewing, in the wave family and supplied by vela with a 24-month warranty."
PRD0055,Candle Bloom 154,Audio,Candle,1019.33,696.36,2016,12,0.379,SKU-CAN00055,Wireless Audio,Arc,Gold,SUP018,China,2016-10-22,GST_STANDARD,Protective case,False,True,"wireless audio designed for commuting and spoken-content listening, in the arc family and supplied by candle with a 12-month warranty."
PRD0056,Vela Halo 155,Smart Home,Vela,204.63,106.17,2014,12,0.26,SKU-VEL00056,Home Automation,Atlas,White,SUP019,Japan,2014-05-06,GST_STANDARD,Recycled box,True,True,"home automation designed for app-controlled room lighting, in the atlas family and supplied by vela with a 12-month warranty."
PRD0057,Candle Quest 156,Gaming,Candle,2000.1,1478.55,2016,24,1.583,SKU-CAN00057,Gaming Hardware,Bloom,Blue,SUP020,Japan,2016-11-17,GST_STANDARD,Recycled box,False,True,"gaming hardware designed for long desktop gaming sessions, in the bloom family and supplied by candle with a 24-month warranty."
PRD0058,Vela Wave 157,Wearable,Vela,774.04,473.1,2017,12,0.159,SKU-VEL00058,Health Wearable,Core,Graphite,SUP021,China,2017-02-21,GST_STANDARD,Box,True,True,"health wearable designed for daily activity and sleep tracking, in the core family and supplied by vela with a 12-month warranty."
PRD0059,Candle Edge 158,Networking,Candle,343.68,174.49,2016,24,0.872,SKU-CAN00059,Connected Network,Edge,Green,SUP022,Japan,2016-03-26,GST_STANDARD,Box,True,True,"connected network designed for home-office wireless coverage, in the edge family and supplied by candle with a 24-month warranty."
PRD0060,Vela Nova 159,Accessory,Vela,412.3,209.76,2015,12,0.178,SKU-VEL00060,Mobile Accessory,Echo,White,SUP023,China,2015-06-23,GST_STANDARD,Box,True,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the echo family and supplied by vela with a 12-month warranty."
PRD0061,Candle Shift 160,Laptop,Candle,1919.38,1379.99,2012,24,1.517,SKU-CAN00061,Ultrabook,Flux,White,SUP024,Vietnam,2012-04-18,GST_STANDARD,Box,True,True,"ultrabook designed for study, research and note taking, in the flux family and supplied by candle with a 24-month warranty."
PRD0062,Vela Atlas 161,Smartphone,Vela,848.94,531.87,2017,24,0.23,SKU-VEL00062,5G Smartphone,Halo,White,SUP025,China,2017-08-03,GST_STANDARD,Box,True,True,"5g smartphone designed for mobile photography and messaging, in the halo family and supplied by vela with a 24-month warranty."
PRD0063,Candle Flux 162,Tablet,Candle,951.82,606.45,2014,24,0.774,SKU-CAN00063,Productivity Tablet,Lumen,Silver,SUP026,Korea,2014-06-02,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for portable media and video calls, in the lumen family and supplied by candle with a 24-month warranty."
PRD0064,Vela Pulse 163,Home Entertainment,Vela,2568.99,1901.64,2017,24,10.016,SKU-VEL00064,Smart Display,Nova,Blue,SUP027,Malaysia,2017-03-09,GST_STANDARD,Box,False,True,"smart display designed for music and spoken-content playback, in the nova family and supplied by vela with a 24-month warranty."
PRD0065,Candle Vista 164,Audio,Candle,806.18,430.95,2012,12,0.42,SKU-CAN00065,Wireless Audio,Orbit,Graphite,SUP028,Malaysia,2012-02-17,GST_STANDARD,Box,True,True,"wireless audio designed for music during focused desk work, in the orbit family and supplied by candle with a 12-month warranty."
PRD0066,Vela Core 165,Smart Home,Vela,307.12,175.24,2014,12,0.432,SKU-VEL00066,Home Automation,Pulse,White,SUP029,Vietnam,2014-01-17,GST_STANDARD,Recycled box,True,True,"home automation designed for scheduled control of a household power outlet, in the pulse family and supplied by vela with a 12-month warranty."
PRD0067,Candle Lumen 166,Gaming,Candle,974.43,734.29,2013,24,0.992,SKU-CAN00067,Gaming Hardware,Quest,Silver,SUP030,Korea,2013-07-16,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for casual games in a shared room, in the quest family and supplied by candle with a 24-month warranty."
PRD0068,Vela Ridge 167,Wearable,Vela,980.14,476.53,2012,12,0.137,SKU-VEL00068,Health Wearable,Ridge,White,SUP031,Vietnam,2012-11-06,GST_STANDARD,Protective case,True,True,"health wearable designed for walking and commute notifications, in the ridge family and supplied by vela with a 12-month warranty."
PRD0069,Candle Arc 168,Networking,Candle,1254.78,618.5,2017,24,0.666,SKU-CAN00069,Connected Network,Shift,Graphite,SUP032,Korea,2017-07-18,GST_STANDARD,Box,True,True,"connected network designed for connecting several shared household devices, in the shift family and supplied by candle with a 24-month warranty."
PRD0070,Vela Echo 169,Accessory,Vela,168.22,89.59,2012,12,0.187,SKU-VEL00070,Mobile Accessory,Spark,Green,SUP033,Vietnam,2012-01-27,GST_STANDARD,Protective case,True,True,"mobile accessory designed for protective storage during travel, in the spark family and supplied by vela with a 12-month warranty."
PRD0071,Candle Orbit 170,Laptop,Candle,1793.74,1037.76,2017,24,1.277,SKU-CAN00071,Ultrabook,Vista,Blue,SUP034,Vietnam,2017-07-18,GST_STANDARD,Protective case,True,True,"ultrabook designed for creative projects and media editing, in the vista family and supplied by candle with a 24-month warranty."
PRD0072,Vela Spark 171,Smartphone,Vela,1587.43,887.85,2013,24,0.266,SKU-VEL00072,5G Smartphone,Wave,Green,SUP035,Malaysia,2013-04-25,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for work calls and calendar management, in the wave family and supplied by vela with a 24-month warranty."
PRD0073,Candle Bloom 172,Tablet,Candle,674.71,371.74,2013,24,0.477,SKU-CAN00073,Productivity Tablet,Arc,White,SUP036,Vietnam,2013-06-07,GST_STANDARD,Box,False,True,"productivity tablet designed for field forms and client presentations, in the arc family and supplied by candle with a 24-month warranty."
PRD0074,Vela Halo 173,Home Entertainment,Vela,899.01,572.68,2014,24,5.464,SKU-VEL00074,Smart Display,Atlas,White,SUP037,Vietnam,2014-09-20,GST_STANDARD,Protective case,False,True,"smart display designed for family media streaming, in the atlas family and supplied by vela with a 24-month warranty."
PRD0075,Candle Quest 174,Audio,Candle,417.39,303.38,2012,12,0.534,SKU-CAN00075,Wireless Audio,Bloom,Graphite,SUP001,Malaysia,2012-05-16,GST_STANDARD,Box,True,True,"wireless audio designed for video calls and online classes, in the bloom family and supplied by candle with a 12-month warranty."
PRD0076,Vela Wave 175,Smart Home,Vela,602.32,418.94,2015,12,0.289,SKU-VEL00076,Home Automation,Core,Green,SUP002,Vietnam,2015-08-20,GST_STANDARD,Recycled box,True,True,"home automation designed for indoor temperature and humidity monitoring, in the core family and supplied by vela with a 12-month warranty."
PRD0077,Candle Edge 176,Gaming,Candle,1534.37,771.99,2013,24,1.268,SKU-CAN00077,Gaming Hardware,Edge,Red,SUP003,Japan,2013-01-19,GST_STANDARD,Box,True,True,"gaming hardware designed for competitive play and voice communication, in the edge family and supplied by candle with a 24-month warranty."
PRD0078,Vela Nova 177,Wearable,Vela,991.52,648.82,2017,12,0.12,SKU-VEL00078,Health Wearable,Echo,Green,SUP004,Japan,2017-06-23,GST_STANDARD,Protective case,False,True,"health wearable designed for exercise session summaries, in the echo family and supplied by vela with a 12-month warranty."
PRD0079,Candle Shift 178,Networking,Candle,211.26,123.45,2014,24,0.788,SKU-CAN00079,Connected Network,Flux,Silver,SUP005,Japan,2014-08-14,GST_STANDARD,Recycled box,True,True,"connected network designed for video meetings and media streaming, in the flux family and supplied by candle with a 24-month warranty."
PRD0080,Vela Atlas 179,Accessory,Vela,302.02,157.79,2013,12,0.23,SKU-VEL00080,Mobile Accessory,Halo,Black,SUP006,China,2013-11-16,GST_STANDARD,Protective case,True,True,"mobile accessory designed for charging-cable organisation, in the halo family and supplied by vela with a 12-month warranty."
PRD0081,Candle Flux 180,Laptop,Candle,1775.5,1115.37,2015,24,1.629,SKU-CAN00081,Ultrabook,Lumen,Green,SUP007,Korea,2015-04-18,GST_STANDARD,Protective case,True,True,"ultrabook designed for shared home-office administration, in the lumen family and supplied by candle with a 24-month warranty."
PRD0082,Vela Pulse 181,Smartphone,Vela,411.13,216.2,2015,24,0.238,SKU-VEL00082,5G Smartphone,Nova,Blue,SUP008,Vietnam,2015-11-24,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for travel planning and media use, in the nova family and supplied by vela with a 24-month warranty."
PRD0083,Candle Vista 182,Tablet,Candle,1520.68,975.87,2015,24,0.792,SKU-CAN00083,Productivity Tablet,Orbit,White,SUP009,Japan,2015-01-14,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for family learning and shared browsing, in the orbit family and supplied by candle with a 24-month warranty."
PRD0084,Vela Core 183,Home Entertainment,Vela,854.14,594.17,2016,24,6.203,SKU-VEL00084,Smart Display,Pulse,Gold,SUP010,Malaysia,2016-10-14,GST_STANDARD,Box,True,True,"smart display designed for casual living-room gaming, in the pulse family and supplied by vela with a 24-month warranty."
PRD0085,Candle Lumen 184,Audio,Candle,195.1,147.15,2017,12,0.362,SKU-CAN00085,Wireless Audio,Quest,Blue,SUP011,Malaysia,2017-07-10,GST_STANDARD,Protective case,False,True,"wireless audio designed for shared-room music playback, in the quest family and supplied by candle with a 12-month warranty."
PRD0086,Vela Ridge 185,Smart Home,Vela,372.14,253.03,2012,12,0.374,SKU-VEL00086,Home Automation,Ridge,Graphite,SUP012,Vietnam,2012-06-20,GST_STANDARD,Recycled box,True,True,"home automation designed for door and window activity alerts, in the ridge family and supplied by vela with a 12-month warranty."
PRD0087,Candle Arc 186,Gaming,Candle,1794.89,1052.73,2012,24,1.211,SKU-CAN00087,Gaming Hardware,Shift,White,SUP013,Malaysia,2012-02-20,GST_STANDARD,Box,False,True,"gaming hardware designed for portable gaming and travel, in the shift family and supplied by candle with a 24-month warranty."
PRD0088,Vela Echo 187,Wearable,Vela,994.41,518.28,2014,12,0.106,SKU-VEL00088,Health Wearable,Spark,Graphite,SUP014,Korea,2014-07-08,GST_STANDARD,Protective case,True,True,"health wearable designed for calendar alerts and quick message checks, in the spark family and supplied by vela with a 12-month warranty."
PRD0089,Candle Orbit 188,Networking,Candle,462.29,291.95,2012,24,0.752,SKU-CAN00089,Connected Network,Vista,Red,SUP015,Vietnam,2012-10-21,GST_STANDARD,Recycled box,True,True,"connected network designed for guest-network and device management, in the vista family and supplied by candle with a 24-month warranty."
PRD0090,Vela Spark 189,Accessory,Vela,306.45,151.11,2015,12,0.153,SKU-VEL00090,Mobile Accessory,Wave,Graphite,SUP016,Vietnam,2015-09-07,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for connecting several devices through one compact adapter, in the wave family and supplied by vela with a 12-month warranty."
PRD0091,Candle Bloom 190,Laptop,Candle,1365.66,829.13,2015,24,1.542,SKU-CAN00091,Ultrabook,Arc,Green,SUP017,China,2015-01-15,GST_STANDARD,Protective case,True,True,"ultrabook designed for travel-based work and presentations, in the arc family and supplied by candle with a 24-month warranty."
PRD0092,Vela Halo 191,Smartphone,Vela,1240.54,627.46,2013,24,0.16,SKU-VEL00092,5G Smartphone,Atlas,Green,SUP018,Japan,2013-07-17,GST_STANDARD,Recycled box,False,True,"5g smartphone designed for family communication and casual apps, in the atlas family and supplied by vela with a 24-month warranty."
PRD0093,Candle Quest 192,Tablet,Candle,619.68,361.27,2012,24,0.795,SKU-CAN00093,Productivity Tablet,Bloom,Graphite,SUP019,Korea,2012-10-12,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for drawing and lightweight creative work, in the bloom family and supplied by candle with a 24-month warranty."
PRD0094,Vela Wave 193,Home Entertainment,Vela,2315.3,1512.64,2015,24,9.301,SKU-VEL00094,Smart Display,Core,Graphite,SUP020,Australia,2015-10-25,GST_STANDARD,Box,True,False,"smart display designed for presentations and photo viewing, in the core family and supplied by vela with a 24-month warranty."
PRD0095,Candle Edge 194,Audio,Candle,894.84,471.98,2017,12,0.382,SKU-CAN00095,Wireless Audio,Edge,Green,SUP021,China,2017-07-14,GST_STANDARD,Recycled box,True,True,"wireless audio designed for long listening sessions at home, in the edge family and supplied by candle with a 12-month warranty."
PRD0096,Vela Nova 195,Smart Home,Vela,259.24,133.38,2017,12,0.29,SKU-VEL00096,Home Automation,Echo,Silver,SUP022,Korea,2017-05-10,GST_STANDARD,Box,True,True,"home automation designed for automated blind and curtain routines, in the echo family and supplied by vela with a 12-month warranty."
